Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO,ELO Post Game
01/25/26,Seattle Freeze,2514,Trash Pandas 7 Landis,2354,160,69.3,4.6,26.1,6,0,Win,42,2556
01/25/26,Doom Clouds,865,Winter 26 New Div 10 Purple,836,29,51.4,5.6,43.1,3,0,Win,64,929
01/25/26,Winter 26 New Div 10 Purple,836,Doom Clouds,865,-29,43.1,5.6,51.4,0,3,Loss,-64,772
01/25/26,Bandits,2057,Hampton West Hockey Club,2089,-33,42.5,5.6,51.9,0,7,Loss,-72,1985
01/25/26,Hampton West Hockey Club,2089,Bandits,2057,33,51.9,5.6,42.5,7,0,Win,72,2161
01/25/26,Rainiers,1914,Hungry Hatchlings,1657,258,79.8,3.4,16.8,5,2,Win,26,1941
01/25/26,Hungry Hatchlings,1657,Rainiers,1914,-258,16.8,3.4,79.8,2,5,Loss,-26,1630
01/25/26,Jokres,2840,Mighty Boosh,2381,459,92.6,1.4,6.0,4,2,Win,8,2848
01/25/26,Mighty Boosh,2381,Jokres,2840,-459,6.0,1.4,92.6,2,4,Loss,-8,2373
01/25/26,Khaos,1487,Gremlins Hockey,1605,-118,31.1,5.0,63.9,3,1,Win,77,1565
01/25/26,Gremlins Hockey,1605,Khaos,1487,118,63.9,5.0,31.1,1,3,Loss,-77,1528
01/25/26,Chucklepucks,2054,Seals Lower,2152,-98,33.7,5.2,61.2,12,1,Win,137,2191
01/25/26,Seals Lower,2152,Chucklepucks,2054,98,61.2,5.2,33.7,1,12,Loss,-137,2016
01/25/26,Mighty Moose,1414,Purple Reign,1253,160,69.3,4.6,26.2,3,3,Tie,-14,1399
01/25/26,Purple Reign,1253,Mighty Moose,1414,-160,26.2,4.6,69.3,3,3,Tie,14,1268
01/25/26,Seattle Slapshots,1654,Seal Team Sticks,1775,-121,30.7,5.0,64.3,1,3,Loss,-35,1619
01/25/26,Seal Team Sticks,1775,Seattle Slapshots,1654,121,64.3,5.0,30.7,3,1,Win,35,1810
01/25/26,Purple Puck Eaters,1031,Orange Crush,1452,-421,7.3,1.7,91.0,5,5,Tie,32,1063
01/25/26,Orange Crush,1452,Purple Puck Eaters,1031,421,91.0,1.7,7.3,5,5,Tie,-32,1420
01/25/26,Pond Pigeons,1672,Quacken,1882,-210,21.0,4.0,75.0,3,7,Loss,-30,1643
01/25/26,Quacken,1882,Pond Pigeons,1672,210,75.0,4.0,21.0,7,3,Win,30,1912
01/25/26,Not Sure 7A,2316,Cascadians HC,2229,87,59.6,5.3,35.1,2,0,Win,45,2362
01/25/26,Cascadians HC,2229,Not Sure 7A,2316,-87,35.1,5.3,59.6,0,2,Loss,-45,2184
01/25/26,Beer Dragons,1014,Spicy Kittens,1225,-211,20.9,3.9,75.2,0,6,Loss,-33,981
01/25/26,Spicy Kittens,1225,Beer Dragons,1014,211,75.2,3.9,20.9,6,0,Win,33,1259
01/25/26,Los Tigres,2055,LKI,1948,107,62.4,5.1,32.5,2,4,Loss,-70,1985
01/25/26,LKI,1948,Los Tigres,2055,-107,32.5,5.1,62.4,4,2,Win,70,2018
01/25/26,Scrooge McPuck,1791,Spittin'' Llamas,1635,156,68.7,4.6,26.7,2,1,Win,23,1814
01/25/26,Spittin'' Llamas,1635,Scrooge McPuck,1791,-156,26.7,4.6,68.7,1,2,Loss,-23,1612
01/25/26,Red Zeppelin,1199,Golden Mules,576,623,97.0,0.6,2.4,3,3,Tie,-35,1164
01/25/26,Golden Mules,576,Red Zeppelin,1199,-623,2.4,0.6,97.0,3,3,Tie,35,611
01/25/26,Greenhorns,2494,Coyotes,2479,16,49.4,5.6,45.0,3,7,Loss,-70,2425
01/25/26,Coyotes,2479,Greenhorns,2494,-16,45.0,5.6,49.4,7,3,Win,70,2548
01/25/26,BLU Bombers,1955,Seattle Dogs,1709,246,78.7,3.5,17.8,2,3,Loss,-59,1896
01/25/26,Seattle Dogs,1709,BLU Bombers,1955,-246,17.8,3.5,78.7,3,2,Win,59,1768
01/25/26,Fluffy Bunnies,1952,Iced Awesome,1985,-33,42.5,5.6,51.9,1,6,Loss,-64,1888
01/25/26,Iced Awesome,1985,Fluffy Bunnies,1952,33,51.9,5.6,42.5,6,1,Win,64,2048
01/25/26,Orcas,1970,Glow Sticks,1940,30,51.5,5.6,42.9,3,3,Tie,-1,1969
01/25/26,Glow Sticks,1940,Orcas,1970,-30,42.9,5.6,51.5,3,3,Tie,1,1941
01/25/26,Birrds,2171,Roughnecks Mobile Infantry,1946,225,76.6,3.8,19.6,5,5,Tie,-20,2151
01/25/26,Roughnecks Mobile Infantry,1946,Birrds,2171,-225,19.6,3.8,76.6,5,5,Tie,20,1966
01/25/26,Rainier Reindeers HC-9,1358,Tropical Punchers,966,392,89.6,1.9,8.5,4,1,Win,14,1372
01/25/26,Tropical Punchers,966,Rainier Reindeers HC-9,1358,-392,8.5,1.9,89.6,1,4,Loss,-14,953
01/25/26,Blackouts,1530,Sockeyes Div 8,1618,-88,35.0,5.3,59.8,1,4,Loss,-46,1484
01/25/26,Sockeyes Div 8,1618,Blackouts,1530,88,59.8,5.3,35.0,4,1,Win,46,1664
01/25/26,Mudflaps,2204,Trash Pandas Garbage Legacy,2259,-55,39.4,5.5,55.1,2,3,Loss,-30,2174
01/25/26,Trash Pandas Garbage Legacy,2259,Mudflaps,2204,55,55.1,5.5,39.4,3,2,Win,30,2288
01/25/26,SEA Cucumbers,1578,Toe Dragons,1627,-49,40.2,5.5,54.3,2,0,Win,67,1645
01/25/26,Toe Dragons,1627,SEA Cucumbers,1578,49,54.3,5.5,40.2,0,2,Loss,-67,1559
01/26/26,Alpuckas,2797,Monarchs 5D,2876,-79,36.1,5.3,58.5,4,0,Win,90,2887
01/26/26,Monarchs 5D,2876,Alpuckas,2797,79,58.5,5.3,36.1,0,4,Loss,-90,2786
01/26/26,Lumberjacks,2971,Seals 5D,3025,-54,39.6,5.5,54.9,2,6,Loss,-56,2916
01/26/26,Seals 5D,3025,Lumberjacks,2971,54,54.9,5.5,39.6,6,2,Win,56,3081
01/26/26,Ice-O-Topes,2739,Dumpster Fire,3037,-298,13.8,2.9,83.3,2,6,Loss,-19,2719
01/26/26,Dumpster Fire,3037,Ice-O-Topes,2739,298,83.3,2.9,13.8,6,2,Win,19,3056
01/26/26,MMHC,3782,Sabercats,3679,103,61.8,5.1,33.0,2,4,Loss,-70,3712
01/26/26,Sabercats,3679,MMHC,3782,-103,33.0,5.1,61.8,4,2,Win,70,3749
01/26/26,Real Bacon,2352,Hackers,2579,-227,19.4,3.8,76.8,1,1,Tie,23,2374
01/26/26,Hackers,2579,Real Bacon,2352,227,76.8,3.8,19.4,1,1,Tie,-23,2556
01/26/26,Flying Monkeys,2623,Midnight Twist,2824,-201,21.9,4.1,74.0,2,2,Tie,21,2644
01/26/26,Midnight Twist,2824,Flying Monkeys,2623,201,74.0,4.1,21.9,2,2,Tie,-21,2803
01/26/26,Not Sure 5A,2948,Top Cheddar,2849,99,61.3,5.2,33.5,6,1,Win,58,3006
01/26/26,Top Cheddar,2849,Not Sure 5A,2948,-99,33.5,5.2,61.3,1,6,Loss,-58,2790
01/26/26,Icemen,2510,Dumb Pucks,2571,-61,38.6,5.4,55.9,1,6,Loss,-58,2452
01/26/26,Dumb Pucks,2571,Icemen,2510,61,55.9,5.4,38.6,6,1,Win,58,2629
01/26/26,Squids,2820,PussyCats,2589,230,77.2,3.7,19.1,4,4,Tie,-20,2799
01/26/26,PussyCats,2589,Squids,2820,-230,19.1,3.7,77.2,4,4,Tie,20,2610
01/26/26,Trash Pandas 5B,2820,Piranhas,2851,-31,42.7,5.6,51.7,2,1,Win,43,2863
01/26/26,Piranhas,2851,Trash Pandas 5B,2820,31,51.7,5.6,42.7,1,2,Loss,-43,2808
01/26/26,Fossils,2658,Brewzers OGB,2711,-53,39.7,5.5,54.8,3,4,Loss,-30,2628
01/26/26,Brewzers OGB,2711,Fossils,2658,53,54.8,5.5,39.7,4,3,Win,30,2741
01/26/26,Barrel Aged Brewzers,2372,Raiders,2292,80,58.6,5.3,36.0,3,5,Loss,-66,2306
01/26/26,Raiders,2292,Barrel Aged Brewzers,2372,-80,36.0,5.3,58.6,5,3,Win,66,2358
01/26/26,LLUA,3457,Hooligans,3475,-18,44.6,5.6,49.8,6,3,Win,73,3529
01/26/26,Hooligans,3475,LLUA,3457,18,49.8,5.6,44.6,3,6,Loss,-73,3402
01/26/26,Blades,2648,Wranglers,2539,109,62.7,5.1,32.3,4,6,Loss,-70,2577
01/26/26,Wranglers,2539,Blades,2648,-109,32.3,5.1,62.7,6,4,Win,70,2609
01/26/26,Monarchs 6C,2447,Honey Badgers,2579,-133,29.4,4.9,65.8,4,4,Tie,15,2462
01/26/26,Honey Badgers,2579,Monarchs 6C,2447,133,65.8,4.9,29.4,4,4,Tie,-15,2564
01/26/26,Renegades,2835,Reapers,2835,0,47.2,5.6,47.2,5,9,Loss,-66,2769
01/26/26,Reapers,2835,Renegades,2835,0,47.2,5.6,47.2,9,5,Win,66,2902
01/26/26,Dirty Couch Hockey Club,2646,Rainier Reindeer HC-6B,2659,-13,45.3,5.6,49.1,2,4,Loss,-51,2595
01/26/26,Rainier Reindeer HC-6B,2659,Dirty Couch Hockey Club,2646,13,49.1,5.6,45.3,4,2,Win,51,2710
01/27/26,Eagles,3713,Bar Down Transportation,4038,-324,12.1,2.6,85.3,9,3,Win,140,3853
01/27/26,Bar Down Transportation,4038,Eagles,3713,324,85.3,2.6,12.1,3,9,Loss,-140,3898
01/27/26,Bullets,2816,Yetis,3174,-358,10.2,2.2,87.6,3,7,Loss,-14,2802
01/27/26,Yetis,3174,Bullets,2816,358,87.6,2.2,10.2,7,3,Win,14,3188
01/27/26,Gamblers,2871,Stingers,3046,-175,24.5,4.4,71.1,2,4,Loss,-28,2843
01/27/26,Stingers,3046,Gamblers,2871,175,71.1,4.4,24.5,4,2,Win,28,3074
01/27/26,Seagulls,2808,WKUP-5,3318,-510,4.5,1.1,94.4,3,3,Tie,34,2842
01/27/26,WKUP-5,3318,Seagulls,2808,510,94.4,1.1,4.5,3,3,Tie,-34,3284
01/28/26,Puget Sound Pigeons,3899,The Herd,3874,25,50.8,5.6,43.6,4,4,Tie,-1,3899
01/28/26,The Herd,3874,Puget Sound Pigeons,3899,-25,43.6,5.6,50.8,4,4,Tie,1,3875
01/28/26,Breakers,3539,Sasquatch,3735,-196,22.4,4.1,73.5,1,5,Loss,-31,3508
01/28/26,Sasquatch,3735,Breakers,3539,196,73.5,4.1,22.4,5,1,Win,31,3767
01/28/26,Roughnecks - Game Theory,3232,Skeletons,3262,-29,43.0,5.6,51.4,1,6,Loss,-65,3168
01/28/26,Skeletons,3262,Roughnecks - Game Theory,3232,29,51.4,5.6,43.0,6,1,Win,65,3326
01/28/26,Koronis Motors,4081,Pheasants,3872,209,74.9,4.0,21.1,4,12,Loss,-133,3947
01/28/26,Pheasants,3872,Koronis Motors,4081,-209,21.1,4.0,74.9,12,4,Win,133,4005
01/28/26,Bombers,3575,Shockers,3426,149,67.9,4.7,27.4,5,3,Win,36,3611
01/28/26,Shockers,3426,Bombers,3575,-149,27.4,4.7,67.9,3,5,Loss,-36,3390
01/28/26,Northwest Crabs,4466,Mavericks,4042,424,91.2,1.6,7.2,5,5,Tie,-31,4435
01/28/26,Mavericks,4042,Northwest Crabs,4466,-424,7.2,1.6,91.2,5,5,Tie,31,4073
01/28/26,Buck Wild,3468,Mighty Mallards,3316,152,68.3,4.6,27.1,3,6,Loss,-90,3378
01/28/26,Mighty Mallards,3316,Buck Wild,3468,-152,27.1,4.6,68.3,6,3,Win,90,3406
01/28/26,Moose Knuckle,3234,BSOD,3096,137,66.4,4.8,28.8,5,3,Win,38,3272
01/28/26,BSOD,3096,Moose Knuckle,3234,-137,28.8,4.8,66.4,3,5,Loss,-38,3059
01/28/26,Chinooks,3569,Skateful Dead,3340,229,77.1,3.7,19.2,5,7,Loss,-87,3482
01/28/26,Skateful Dead,3340,Chinooks,3569,-229,19.2,3.7,77.1,7,5,Win,87,3426
01/29/26,NW Stars,4466,Mustangs,4048,418,90.9,1.7,7.4,5,5,Tie,-31,4435
01/29/26,Mustangs,4048,NW Stars,4466,-418,7.4,1.7,90.9,5,5,Tie,31,4078
01/29/26,Seattle Supernova,4235,Falcons,4369,-134,29.2,4.8,66.0,6,2,Win,100,4335
01/29/26,Falcons,4369,Seattle Supernova,4235,134,66.0,4.8,29.2,2,6,Loss,-100,4270
01/29/26,Rhinos,3874,Puckbuddies,3850,24,50.7,5.6,43.8,7,5,Win,56,3929
01/29/26,Puckbuddies,3850,Rhinos,3874,-24,43.8,5.6,50.7,5,7,Loss,-56,3794
01/29/26,Red Dog,4113,The Mighty Geoducks,4168,-55,39.5,5.5,55.1,2,4,Loss,-44,4069
01/29/26,The Mighty Geoducks,4168,Red Dog,4113,55,55.1,5.5,39.5,4,2,Win,44,4212
01/29/26,Highlanders,2532,Black Katz,2665,-133,29.3,4.9,65.9,1,2,Loss,-22,2510
01/29/26,Black Katz,2665,Highlanders,2532,133,65.9,4.9,29.3,2,1,Win,22,2687
01/29/26,ESB,4283,ALTP,4472,-189,23.1,4.2,72.7,3,4,Loss,-17,4266
01/29/26,ALTP,4472,ESB,4283,189,72.7,4.2,23.1,4,3,Win,17,4489
01/29/26,Chiefs,4252,Pull Tab Bandits,3985,267,80.6,3.3,16.1,5,6,Loss,-60,4191
01/29/26,Pull Tab Bandits,3985,Chiefs,4252,-267,16.1,3.3,80.6,6,5,Win,60,4046
01/29/26,Steelhead,3396,Schilling Cider,3147,249,79.0,3.5,17.5,3,7,Loss,-111,3285
01/29/26,Schilling Cider,3147,Steelhead,3396,-249,17.5,3.5,79.0,7,3,Win,111,3258
01/29/26,Dead Rabbits,3252,Edible Arrangements,3222,30,51.5,5.6,42.9,3,5,Loss,-58,3194
01/29/26,Edible Arrangements,3222,Dead Rabbits,3252,-30,42.9,5.6,51.5,5,3,Win,58,3280
01/31/26,Hungry Hatchlings,1630,Toe Dragons,1559,71,57.4,5.4,37.3,5,5,Tie,-6,1625
01/31/26,Toe Dragons,1559,Hungry Hatchlings,1630,-71,37.3,5.4,57.4,5,5,Tie,6,1565
01/31/26,Seattle Slapshots,1619,SEA Cucumbers,1645,-26,43.5,5.6,50.9,5,0,Win,85,1704
01/31/26,SEA Cucumbers,1645,Seattle Slapshots,1619,26,50.9,5.6,43.5,0,5,Loss,-85,1560
02/01/26,Gremlins Hockey,1528,Frozen Assets,1589,-61,38.6,5.4,56.0,0,4,Loss,-54,1473
02/01/26,Frozen Assets,1589,Gremlins Hockey,1528,61,56.0,5.4,38.6,4,0,Win,54,1643
02/01/26,Fluffy Bunnies,1888,Bandits,1985,-97,33.8,5.2,61.0,4,2,Win,74,1963
02/01/26,Bandits,1985,Fluffy Bunnies,1888,97,61.0,5.2,33.8,2,4,Loss,-74,1910
02/01/26,Orange Crush,1420,Mighty Moose,1399,21,50.3,5.6,44.2,5,5,Tie,0,1420
02/01/26,Mighty Moose,1399,Orange Crush,1420,-21,44.2,5.6,50.3,5,5,Tie,0,1399
02/01/26,Chucklepucks,2191,Cascadians HC,2184,7,48.2,5.6,46.2,8,1,Win,87,2279
02/01/26,Cascadians HC,2184,Chucklepucks,2191,-7,46.2,5.6,48.2,1,8,Loss,-87,2097
02/01/26,Blackbirds,1696,Yacht Flippers,1338,358,87.6,2.2,10.2,5,4,Win,9,1705
02/01/26,Yacht Flippers,1338,Blackbirds,1696,-358,10.2,2.2,87.6,4,5,Loss,-9,1328
02/01/26,Roughnecks Mobile Infantry,1966,Iced Awesome,2048,-83,35.7,5.3,59.0,2,5,Loss,-47,1919
02/01/26,Iced Awesome,2048,Roughnecks Mobile Infantry,1966,83,59.0,5.3,35.7,5,2,Win,47,2095
02/01/26,Seattle Freeze,2556,Seals Lower,2016,540,95.3,0.9,3.8,3,0,Win,6,2562
02/01/26,Seals Lower,2016,Seattle Freeze,2556,-540,3.8,0.9,95.3,0,3,Loss,-6,2009
02/01/26,Birrds,2151,Hampton West Hockey Club,2161,-10,45.7,5.6,48.7,2,8,Loss,-73,2078
02/01/26,Hampton West Hockey Club,2161,Birrds,2151,10,48.7,5.6,45.7,8,2,Win,73,2234
02/01/26,LKI,2018,Quacken,1912,106,62.3,5.1,32.6,4,8,Loss,-88,1930
02/01/26,Quacken,1912,LKI,2018,-106,32.6,5.1,62.3,8,4,Win,88,1999
02/01/26,Banana Blades,950,Winter 26 New Div 10 Purple,772,178,71.4,4.4,24.3,6,2,Win,40,990
02/01/26,Winter 26 New Div 10 Purple,772,Banana Blades,950,-178,24.3,4.4,71.4,2,6,Loss,-40,732
02/01/26,Trash Pandas 7 Landis,2312,Not Sure 7A,2362,-50,40.2,5.5,54.4,2,2,Tie,7,2319
02/01/26,Not Sure 7A,2362,Trash Pandas 7 Landis,2312,50,54.4,5.5,40.2,2,2,Tie,-7,2354
02/01/26,Glow Sticks,1941,Spittin'' Llamas,1612,330,85.7,2.5,11.8,7,2,Win,21,1963
02/01/26,Spittin'' Llamas,1612,Glow Sticks,1941,-330,11.8,2.5,85.7,2,7,Loss,-21,1590
02/01/26,Khaos,1565,Fighting Clams,1327,237,77.9,3.6,18.5,5,8,Loss,-102,1462
02/01/26,Fighting Clams,1327,Khaos,1565,-237,18.5,3.6,77.9,8,5,Win,102,1429
02/01/26,Purple Puck Eaters,1063,Tropical Punchers,953,111,62.9,5.1,32.1,3,3,Tie,-10,1054
02/01/26,Tropical Punchers,953,Purple Puck Eaters,1063,-111,32.1,5.1,62.9,3,3,Tie,10,962
02/01/26,Blackouts,1484,Scrooge McPuck,1814,-330,11.7,2.5,85.7,4,1,Win,116,1600
02/01/26,Scrooge McPuck,1814,Blackouts,1484,330,85.7,2.5,11.7,1,4,Loss,-116,1698
02/01/26,Red Zeppelin,1164,Doom Clouds,929,235,77.6,3.7,18.7,6,0,Win,36,1199
02/01/26,Doom Clouds,929,Red Zeppelin,1164,-235,18.7,3.7,77.6,0,6,Loss,-36,893
02/01/26,Mudflaps,2174,Barrel Aged Brewzers,2306,-132,29.4,4.9,65.7,5,7,Loss,-33,2141
02/01/26,Barrel Aged Brewzers,2306,Mudflaps,2174,132,65.7,4.9,29.4,7,5,Win,33,2340
02/01/26,Icemen,2452,Rainier Reindeer HC-6B,2710,-258,16.8,3.4,79.8,5,6,Loss,-13,2439
02/01/26,Rainier Reindeer HC-6B,2710,Icemen,2452,258,79.8,3.4,16.8,6,5,Win,13,2722
02/01/26,Purple Reign,1268,Spicy Kittens,1259,9,48.5,5.6,45.9,1,6,Loss,-73,1195
02/01/26,Spicy Kittens,1259,Purple Reign,1268,-9,45.9,5.6,48.5,6,1,Win,73,1331
02/01/26,Orcas,1969,Sockeyes Div 8,1664,305,83.9,2.8,13.3,5,3,Win,18,1987
02/01/26,Sockeyes Div 8,1664,Orcas,1969,-305,13.3,2.8,83.9,3,5,Loss,-18,1645
02/01/26,Dumb Pucks,2629,Mighty Boosh,2373,256,79.7,3.4,16.9,4,4,Tie,-22,2606
02/01/26,Mighty Boosh,2373,Dumb Pucks,2629,-256,16.9,3.4,79.7,4,4,Tie,22,2395
02/01/26,Golden Mules,611,Ice Breakers,1031,-420,7.3,1.7,91.0,3,0,Win,122,733
02/01/26,Ice Breakers,1031,Golden Mules,611,420,91.0,1.7,7.3,0,3,Loss,-122,910
02/01/26,Los Tigres,1985,Seattle Dogs,1768,217,75.8,3.9,20.3,3,7,Loss,-107,1878
02/01/26,Seattle Dogs,1768,Los Tigres,1985,-217,20.3,3.9,75.8,7,3,Win,107,1874
02/01/26,BLU Bombers,1896,Pond Pigeons,1643,253,79.4,3.4,17.2,4,4,Tie,-22,1873
02/01/26,Pond Pigeons,1643,BLU Bombers,1896,-253,17.2,3.4,79.4,4,4,Tie,22,1665
02/01/26,Beer Dragons,981,Rainier Reindeers HC-9,1372,-391,8.5,1.9,89.5,0,7,Loss,-14,966
02/01/26,Rainier Reindeers HC-9,1372,Beer Dragons,981,391,89.5,1.9,8.5,7,0,Win,14,1386
02/01/26,Rainiers,1941,Seal Team Sticks,1810,131,65.6,4.9,29.5,1,2,Loss,-49,1892
02/01/26,Seal Team Sticks,1810,Rainiers,1941,-131,29.5,4.9,65.6,2,1,Win,49,1859
02/02/26,Wranglers,2609,Trash Pandas Garbage Legacy,2288,321,85.0,2.6,12.3,3,2,Win,11,2620
02/02/26,Trash Pandas Garbage Legacy,2288,Wranglers,2609,-321,12.3,2.6,85.0,2,3,Loss,-11,2277
02/02/26,Black Katz,2687,Seals 5D,3081,-394,8.4,1.9,89.6,4,4,Tie,31,2718
02/02/26,Seals 5D,3081,Black Katz,2687,394,89.6,1.9,8.4,4,4,Tie,-31,3049
02/02/26,Coyotes,2548,Real Bacon,2374,174,70.9,4.4,24.7,5,1,Win,41,2589
02/02/26,Real Bacon,2374,Coyotes,2548,-174,24.7,4.4,70.9,1,5,Loss,-41,2334
02/02/26,Flying Monkeys,2644,Brewzers OGB,2741,-97,33.8,5.2,61.0,3,10,Loss,-57,2587
02/02/26,Brewzers OGB,2741,Flying Monkeys,2644,97,61.0,5.2,33.8,10,3,Win,57,2798
02/02/26,Reapers,2902,WKUP-5,3284,-382,9.0,2.0,89.0,3,5,Loss,-10,2891
02/02/26,WKUP-5,3284,Reapers,2902,382,89.0,2.0,9.0,5,3,Win,10,3294
02/02/26,LLUA,3529,Skeletons,3326,203,74.3,4.1,21.7,4,1,Win,34,3563
02/02/26,Skeletons,3326,LLUA,3529,-203,21.7,4.1,74.3,1,4,Loss,-34,3292
02/02/26,Blades,2577,Raiders,2358,219,76.0,3.9,20.2,5,4,Win,18,2595
02/02/26,Raiders,2358,Blades,2577,-219,20.2,3.9,76.0,4,5,Loss,-18,2340
02/02/26,Squids,2799,Fossils,2628,171,70.6,4.4,25.0,5,5,Tie,-15,2784
02/02/26,Fossils,2628,Squids,2799,-171,25.0,4.4,70.6,5,5,Tie,15,2644
02/02/26,Monarchs 6C,2462,Greenhorns,2425,37,52.6,5.5,41.9,2,3,Loss,-39,2423
02/02/26,Greenhorns,2425,Monarchs 6C,2462,-37,41.9,5.5,52.6,3,2,Win,39,2464
02/02/26,Renegades,2769,Trash Pandas 5B,2863,-94,34.2,5.2,60.6,2,4,Loss,-38,2730
02/02/26,Trash Pandas 5B,2863,Renegades,2769,94,60.6,5.2,34.2,4,2,Win,38,2901
02/02/26,Bullets,2802,Piranhas,2808,-6,46.3,5.6,48.1,4,1,Win,70,2872
02/02/26,Piranhas,2808,Bullets,2802,6,48.1,5.6,46.3,1,4,Loss,-70,2737
02/02/26,Dirty Couch Hockey Club,2595,Jokres,2848,-253,17.2,3.4,79.4,4,7,Loss,-23,2572
02/02/26,Jokres,2848,Dirty Couch Hockey Club,2595,253,79.4,3.4,17.2,7,4,Win,23,2871
02/02/26,Hooligans,3402,Wolves,3307,94,60.7,5.2,34.1,5,2,Win,52,3454
02/02/26,Wolves,3307,Hooligans,3402,-94,34.1,5.2,60.7,2,5,Loss,-52,3256
02/02/26,PussyCats,2610,Midnight Twist,2803,-193,22.7,4.2,73.1,2,1,Win,58,2668
02/02/26,Midnight Twist,2803,PussyCats,2610,193,73.1,4.2,22.7,1,2,Loss,-58,2745
02/02/26,Moose Knuckle,3272,Not Sure 5A,3006,266,80.6,3.3,16.1,2,2,Tie,-23,3249
02/02/26,Not Sure 5A,3006,Moose Knuckle,3272,-266,16.1,3.3,80.6,2,2,Tie,23,3029
02/02/26,Honey Badgers,2564,Hackers,2556,8,48.3,5.6,46.1,1,3,Loss,-54,2509
02/02/26,Hackers,2556,Honey Badgers,2564,-8,46.1,5.6,48.3,3,1,Win,54,2610
02/02/26,Alpuckas,2887,Lumberjacks,2916,-29,43.1,5.6,51.4,2,1,Win,43,2929
02/02/26,Lumberjacks,2916,Alpuckas,2887,29,51.4,5.6,43.1,1,2,Loss,-43,2873
02/03/26,Yetis,3188,Stingers,3074,115,63.4,5.0,31.6,3,3,Tie,-10,3178
02/03/26,Stingers,3074,Yetis,3188,-115,31.6,5.0,63.4,3,3,Tie,10,3084
02/03/26,Breakers,3508,Puckbuddies,3794,-286,14.6,3.0,82.3,3,5,Loss,-16,3491
02/03/26,Puckbuddies,3794,Breakers,3508,286,82.3,3.0,14.6,5,3,Win,16,3811
02/03/26,DevilFish,3328,Dead Rabbits,3194,134,65.9,4.8,29.2,3,4,Loss,-49,3279
02/03/26,Dead Rabbits,3194,DevilFish,3328,-134,29.2,4.8,65.9,4,3,Win,49,3244
02/03/26,Coconut Corgis,3528,Steelhead,3285,243,78.5,3.6,18.0,4,2,Win,24,3553
02/03/26,Steelhead,3285,Coconut Corgis,3528,-243,18.0,3.6,78.5,2,4,Loss,-24,3261
02/03/26,Gamblers,2843,Seagulls,2842,1,47.4,5.6,47.0,4,5,Loss,-36,2808
02/03/26,Seagulls,2842,Gamblers,2843,-1,47.0,5.6,47.4,5,4,Win,36,2877
02/03/26,Pheasants,4005,The Mighty Geoducks,4212,-207,21.3,4.0,74.7,8,6,Win,89,4094
02/03/26,The Mighty Geoducks,4212,Pheasants,4005,207,74.7,4.0,21.3,6,8,Loss,-89,4124
02/04/26,Mavericks,4073,Koronis Motors,3947,125,64.8,4.9,30.2,1,2,Loss,-49,4024
02/04/26,Koronis Motors,3947,Mavericks,4073,-125,30.2,4.9,64.8,2,1,Win,49,3996
02/04/26,Chinooks,3482,Maple Bars,3581,-99,33.5,5.2,61.3,3,5,Loss,-38,3444
02/04/26,Maple Bars,3581,Chinooks,3482,99,61.3,5.2,33.5,5,3,Win,38,3619
02/04/26,Greasy Weasels,3157,Mighty Mallards,3406,-249,17.5,3.5,79.0,6,3,Win,108,3265
02/04/26,Mighty Mallards,3406,Greasy Weasels,3157,249,79.0,3.5,17.5,3,6,Loss,-108,3297
02/04/26,Edible Arrangements,3280,BSOD,3059,222,76.2,3.8,19.9,4,3,Win,18,3298
02/04/26,BSOD,3059,Edible Arrangements,3280,-222,19.9,3.8,76.2,3,4,Loss,-18,3041
02/04/26,Kraken Up,3496,Buck Wild,3378,117,63.7,5.0,31.3,2,4,Loss,-72,3424
02/04/26,Buck Wild,3378,Kraken Up,3496,-117,31.3,5.0,63.7,4,2,Win,72,3450
02/04/26,Ice-O-Topes,2719,Roughnecks - Game Theory,3168,-449,6.3,1.5,92.2,3,2,Win,70,2790
02/04/26,Roughnecks - Game Theory,3168,Ice-O-Topes,2719,449,92.2,1.5,6.3,2,3,Loss,-70,3098
02/04/26,Puget Sound Pigeons,3899,MMHC,3712,186,72.4,4.3,23.4,1,2,Loss,-54,3844
02/04/26,MMHC,3712,Puget Sound Pigeons,3899,-186,23.4,4.3,72.4,2,1,Win,54,3767
02/04/26,Schilling Cider,3258,Night Owls,3483,-224,19.7,3.8,76.6,6,6,Tie,23,3281
02/04/26,Night Owls,3483,Schilling Cider,3258,224,76.6,3.8,19.7,6,6,Tie,-23,3460
02/04/26,Goal Diggers,3779,Skateful Dead,3426,353,87.3,2.3,10.4,8,8,Tie,-28,3751
02/04/26,Skateful Dead,3426,Goal Diggers,3779,-353,10.4,2.3,87.3,8,8,Tie,28,3454
02/04/26,Eagles,3853,Rhinos,3929,-76,36.6,5.3,58.1,4,8,Loss,-51,3802
02/04/26,Rhinos,3929,Eagles,3853,76,58.1,5.3,36.6,8,4,Win,51,3981
02/04/26,Dumpster Fire,3056,Top Cheddar,2790,266,80.5,3.3,16.2,6,3,Win,26,3082
02/04/26,Top Cheddar,2790,Dumpster Fire,3056,-266,16.2,3.3,80.5,3,6,Loss,-26,2765
02/05/26,Highlanders,2510,Monarchs 5D,2786,-276,15.3,3.1,81.5,4,3,Win,63,2573
